DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
2121.7617,2480.9,1226.4,87.4613,0.3339,2.271149,1.0,0.957824031517,2.02291258969,5634.4935541,2785.3371336,0.44350784681,2.72096125549,1.09,0.275795794643,4.0
2121.9141,2422.3,1226.4,87.046,0.3508,2.269679,1.0,0.953818897638,1.97513046314,5497.8434417,2783.5343256,0.438796243878,2.72020739902,1.09,0.276362626799,4.0
2122.0664,2396.5,1114.7,84.4732,0.3536,2.281684,1.0,1.0,2.14990580425,5468.055706,2543.3931548,0.409607676521,2.71553722824,1.09,0.266898364864,4.0
2122.2188,2403.3,1035.1,83.7993,0.3668,2.271872,1.0,1.0,2.32180465655,5459.9899776,2351.6147072,0.401962241375,2.71431395862,1.09,0.272386970679,4.0
2122.3711,2387.9,1026.0,83.9152,0.3631,2.2673555,1.0,1.0,2.32738791423,5414.21819845,2326.306743,0.403277133694,2.71452434139,1.09,0.275261398058,4.0
2122.5237,2423.5,1018.4,84.1767,0.3585,2.267289,1.0,1.0,2.37971327573,5494.7748915,2309.0071176,0.406243866578,2.71499901865,1.09,0.275514024017,4.0
2122.676,2445.1,1018.4,82.7801,0.4165,2.26804,1.0,0.982697307945,2.4009230165,5545.584604,2309.771936,0.390399357416,2.71246389719,1.09,0.273919128775,4.0
2122.8284,2506.2,1066.8,87.0589,0.4476,2.27442,1.0,0.924209698558,2.34926884139,5700.151404,2426.351256,0.438942595137,2.72023081522,1.09,0.273464843787,4.0
2122.9807,2507.4,1080.4,88.3587,0.4249,2.283649,1.0,0.88374015748,2.32080710848,5726.0215026,2467.2543796,0.453688902604,2.72259022442,1.09,0.268861847788,4.0
2123.1333,2500.2,1085.9,91.6988,0.3652,2.292,1.0,0.899204202232,2.30242195414,5730.4584,2488.8828,0.491582533601,2.72865320538,1.09,0.266470784632,4.0
2123.2856,2489.1,1084.5,87.42,0.3485,2.291572,1.0,0.936099737533,2.29515905947,5703.9518652,2485.209834,0.44303929588,2.72088628734,1.09,0.263239865755,4.0
